Accession ID	Virus name	Location	Collection date	Originating lab	Submitting lab	Authors
EPI_ISL_413875	hCoV-19/Guangdong/GDFS2020052-P0025/2020	Asia / China / Guangdong	2020-02-10	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413884	hCoV-19/Guangdong/GD2020115-P0009/2020	Asia / China / Guangdong	2020-02-01	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413922	hCoV-19/USA/CA-CDPH-UC5/2020	North America / USA / California / San Francisco	2020-03-05	California Department of Public Health	Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco	Xianding Deng, Scot Federman, Guixia Yu, Chao-Yang Pan, Hugo Guevara, Alicia Sotomayor-Gonzalez, Allan Gopez, Wei Gu, Steve Miller, Debra A. Wadford, and Charles Y. Chiu
EPI_ISL_413926	hCoV-19/USA/CA-CDPH-UC8/2020	North America / USA / California / San Francisco	2020-03-05	California Department of Public Health	Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco	Xianding Deng, Scot Federman, Guixia Yu, Chao-Yang Pan, Hugo Guevara, Alicia Sotomayor-Gonzalez, Allan Gopez, Wei Gu, Steve Miller, Debra A. Wadford, and Charles Y. Chiu
EPI_ISL_413872	hCoV-19/Guangdong/SZ-N59-P0049/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413874	hCoV-19/Guangdong/GDFS2020127-P0026/2020	Asia / China / Guangdong	2020-02-12	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413882	hCoV-19/Guangdong/GD2020139-P0007/2020	Asia / China / Guangdong	2020-02-02	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413888	hCoV-19/Guangdong/2020XN4239-P0034/2020	Asia / China / Guangdong	2020-01-30	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413889	hCoV-19/Guangdong/2020XN4291-P0038/2020	Asia / China / Guangdong	2020-01-30	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413866	hCoV-19/Guangdong/GDSZ202008-P0020/2020	Asia / China / Guangdong	2020-02-05	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413850	hCoV-19/Guangdong/GDFS2020054-P0005/2020	Asia / China / Guangdong	2020-02-10	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413859	hCoV-19/Guangdong/2020XN4276-P0037/2020	Asia / China / Guangdong	2020-01-31	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413869	hCoV-19/Guangdong/FS-S42-P0046/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	​Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413855	hCoV-19/Guangdong/GD2020234-P0023/2020	Asia / China / Guangdong	2020-02-07	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413864	hCoV-19/Guangdong/GD2020246-P0028/2020	Asia / China / Guangdong	2020-02-09	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413867	hCoV-19/Guangdong/GDSZ202015-P0019/2020	Asia / China / Guangdong	2020-02-05	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413851	hCoV-19/Guangdong/2020XN4373-P0039/2020	Asia / China / Guangdong	2020-01-30	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413585	hCoV-19/Netherlands/Tilburg_/2020	Europe / Netherlands / Tilburg	2020	unknown	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413586	hCoV-19/Netherlands/Tilburg_1363354/2020	Europe / Netherlands / Tilburg	2020-02-27	Foundation Elisabeth-Tweesteden Ziekenhuis	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413578	hCoV-19/Netherlands/Nieuwendijk_1363582/2020	Europe / Netherlands / Nieuwendijk	2020-03-01	ErasmusMC	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413576	hCoV-19/Netherlands/Loon_op_zand_1363512/2020	Europe / Netherlands / Loon op zand	2020-02-29	RIVM	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413575	hCoV-19/NetherlandsL/Houten_1363498/2020	Europe / Netherlands / Houten	2020-02-29	RIVM	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413571	hCoV-19/Netherlands/Eindhoven_1363782/2020	Europe / Netherlands / Eindhoven	2020-03-02	MHC Brabant Zuidoost	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413569	hCoV-19/Netherlands/Delft_1363424/2020	Europe / Netherlands / Delft	2020-02-28	RIVM	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413568	hCoV-19/Netherlands/Dalen_1363624/2020	Europe / Netherlands / Dalen	2020-03-01	MHC Drente	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413574	hCoV-19/Netherlands/Helmond_1363548/2020	Europe / Netherlands / Helmond	2020-02-29	MHC West-Brabant	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413567	hCoV-19/Netherlands/Coevorden_1363618/2020	Europe / Netherlands / Coevorden	2020	Unknown	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413565	hCoV-19/Netherlands/Berlicum_1363564/2020	Europe / Netherlands / Berlicum	2020-02-24	Foundation Pamm	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413570	hCoV-19/Netherlands/Diemen_1363454/2020	Europe / Netherlands / Diemen	2020-02-28	RIVM	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413564	hCoV-19/Netherlands/Andel_1365066/2020	Europe / Netherlands / Andel	2020-03-01	MHC West-Brabant	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413588	hCoV-19/Netherlands/Utrecht_1363564/2020	Europe / Netherlands / Utrecht	2020-03-01	MHC Utrecht	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413550	hCoV-19/Nigeria/Lagos01/2020	Africa / Nigeria / Lagos	2020-02-27	Centre for Human and Zoonotic Virology (CHAZVY), College of Medicine University of Lagos/Lagos University Teaching Hospital (LUTH), part of the Laboratory Network of the Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E., Ajogbasile F.V., Kayode A., Oguzie J., Folarin O.A., Ihekweazu C. Happi C.T.
EPI_ISL_408512	hCoV-19/Wuhan/IVDC-HB-envF54/2020	Asia / China / Hubei / Wuhan	2020-01-01	Institute of Viral Disease Control and Prevention, China CDC	Institute of Viral Disease Control and Prevention, China CDC	William J. Liu, Peipei Liu, Xiang Zhao, Peihua Niu, Yingze Zhao, Wenwen Lei, Ziqian Xu, Beiwei Ye, Weifeng Shi, Roujian Lu, Wenjie Tan, Zhixiao Chen, Yuchao Wu, Juan Song, Dayan Wang, Jun Han, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_408511	hCoV-19/Wuhan/IVDC-HB-envF13/2020	Asia / China / Hubei / Wuhan	2020-01-01	Institute of Viral Disease Control and Prevention, China CDC	Institute of Viral Disease Control and Prevention, China CDC	William J. Liu, Peipei Liu, Xiang Zhao, Peihua Niu, Yingze Zhao, Wenwen Lei, Ziqian Xu, Beiwei Ye, Weifeng Shi, Roujian Lu, Wenjie Tan, Zhixiao Chen, Yuchao Wu, Juan Song, Dayan Wang, Jun Han, Wenbo Xu, George F. Gao, Guizhen Wu
